Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Anomaly
1264.0,-11.1407063576909,-9.61272620240172,-12.3895452301042,6.01334629438785,-32.0921290046357,21.3930687572539,34.3031768568354,-7.52078427232218,-1.92573155075258,-2.6366220672382,3.70217662877301,-1.84305631781059,2.42712334388741,-1.65283565614104,3.6350415165055,4.08780179147029,-1.65489200469565,-0.888406460757788,0.752276373107714,-11.7486890255326,-4.70997725083696,1.36610996920493,-2.92588754249629,0.843550804290263,0.746267437970709,0.801386918563331,3.85204563850736,4.15793357268519,7712.43,0,-1
2507.0,-6.20011365114338,5.02540613543806,-2.74249204006732,-0.940902709363354,-6.65625868406201,5.4322940027945,-9.19817494731319,-22.5885467650709,-3.24429523067372,-5.45333914107993,-1.58229246024541,2.77141495358424,-0.79430335889842,3.18965086450565,-2.35985894746037,2.8257930150028,2.12612840534929,-1.30354211425936,-1.42957061269798,4.5929085315916,-11.2352664915478,4.3938456580686,1.94300233426459,0.846005260558057,-1.3433793456588,-0.707633951620868,-0.210218592136509,0.0665291491040104,544.62,0,-1
3967.0,-7.8965335417027,6.22485906526492,-2.91398131613381,-4.15404692003757,1.17142968700418,2.74906127815223,0.031021734462957,0.749091849658899,7.78371568501186,9.65628937014778,1.61676988808477,-2.6307082094473,1.49546032663068,-1.25133839830883,0.524995651264518,0.0331948641297805,-0.9525914101525,-0.217133419641332,-1.48508192300617,4.38649928878219,-1.38901005057678,-1.32326650959734,0.366453738819199,0.840168934762006,1.46910642513607,0.786301650326731,3.29453835610138,1.68102193049445,1.46,0,-1
5406.0,-8.73342906503845,-5.68195269419018,2.25387895341561,3.93031053573658,-0.916148946037036,4.35529738967978,5.40028557387872,-4.99438277942958,6.81978713796736,6.76485964931351,3.5533358770299,-3.71739075406236,0.665064094474839,-4.49658468190821,-0.533313340383319,-1.1435502102059,-0.777258174476993,-0.988691931407155,0.868137962339537,-5.57150315558411,-2.62688164680259,1.52515768653903,-1.42830173586979,-0.0301807710103637,-0.0294854568141278,-0.264455463750726,-7.97609981777884,4.71256030594157,553.6,0,-1
8130.0,-9.17544651365639,7.90602231519503,-2.06833429527803,-0.901682684214025,-2.17891120803326,4.67527659891514,-8.31442486195211,-22.6057105171249,3.09569315195884,2.24144685020863,1.97935217721768,0.0547474105060182,0.472041707782337,2.93541540772771,-0.804330821793804,0.36119490765185,2.51237342677104,0.468013423974404,-0.837286878724822,-4.56661924349734,22.5797142309915,-8.48344112662828,3.63852024881415,-0.533969866104443,0.428589797281497,0.22220529863415,1.1592699374999,0.179528435076774,23.98,0,-1
8544.0,-6.57133605826113,-11.9438919789798,-4.24632180782397,6.8258164122524,-2.89662355855933,2.70666084649083,5.37392322775258,-0.872186835826038,-0.626203331212906,-0.955355835055368,0.951596284774743,-2.13605516648786,2.35262496745595,2.66986805819472,-1.41291682822606,1.2339898407678,0.0388832222982374,0.915151281152245,-2.34841367007089,7.92214091444184,2.220492527349,-2.39509751550507,-3.7313906943556,-1.01576139492928,-0.74082391847181,-0.297883452890676,-0.79371041692163,0.680622304985665,4002.88,0,-1
8592.0,-23.0668416579257,-25.6405269308442,-3.0803130749704,4.86693238203498,6.90139659984227,-4.07433544928602,2.02734465425838,-2.68865154090037,3.40296581688598,2.88187258522675,3.23683728685072,-2.88936907078608,4.46541317709086,-1.55009632162449,1.92838839314709,3.93088123606666,-1.35259054129564,-0.988007677461713,2.6934205928877,-13.2760343412453,-5.3781062624235,3.31297053672263,13.8762208562493,-0.572177083012791,5.52509270434918,0.90697996084577,3.35882174963842,3.55390585516883,845.73,0,-1
9064.0,-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.94673371078472,-0.775680092900109,-1.9877731876087,4.69039566550924,-6.9980424321007,1.45401198637847,-3.73802333366749,0.31774206255503,-2.01354268083989,-5.1361351026702,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.393844118118335,0.296367194488607,1.98591321801306,-0.900451638402827,1809.68,1,-1
10201.0,-9.50780719388656,-6.33218158098759,-2.3479291022635,5.9091581374726,-1.94612116558341,2.34782632353112,-2.89530663505538,-8.93341083969672,0.512017267002208,-1.22141405308754,-0.392136330520339,-1.4964482034166,2.52997923222969,2.64647183616143,1.1406185552338,2.19384331623023,0.9272735886291,0.359245585673692,0.358626083079915,-1.8815664363924,-5.25831658398572,-0.0718239576333259,-10.4779776426617,0.46138041616791,-2.1608003681397,0.327158204675363,4.17338715258663,-3.05408490308945,1895.88,0,-1
10538.0,-6.4872859093908,-13.6304494248752,-3.19073525985381,2.89087873490709,-5.115534623706,2.39387288050469,3.75979062122559,-0.587387159225236,0.81689046575501,-1.73939877444309,2.19602677203618,-2.19129686944795,1.38398643429169,1.85272948187258,-1.0120093585686,0.882773054545658,1.90504000593044,-0.754152484646696,-0.990436231749779,8.01257442855485,2.36446516402321,-1.83556732732474,-3.43592137176239,-0.125620824753878,-1.31101141537512,-0.663525507769039,-0.702355887024033,0.694099691391451,3995.92,0,-1
10784.0,-9.79106413405248,8.26175005111448,-2.52494141284772,-0.896417552401014,-2.43063722110991,4.53016749985235,-8.78459275108,-22.1590627272344,3.13083839053613,2.34403927545389,1.85435876481921,0.237107226450165,0.536751084455142,3.18534285858362,-0.82373282575076,0.460980622755157,2.67515971566162,0.484894550917052,-0.86968637431793,-4.5616077097645,22.5889894712903,-8.52714487200442,3.64268273348656,-0.534120169732098,0.489866423192045,0.228190701506413,1.15275889410934,0.156205011664516,10.76,0,-1
10785.0,-6.0574908729961,5.24340810253703,-1.80913707578229,0.666109100933098,-3.23377476105042,5.40933047478855,-10.4707703653123,-22.2939818972999,-1.21387695650733,-5.78121816713379,0.75027784014581,0.778919139563513,-0.460452528942284,5.51042898531797,-2.20677202311902,2.19207053439228,1.53033352114877,1.06379951247754,-2.99195242470269,4.91180152096401,-11.0843236781192,4.53445388274524,1.89149417677804,-0.204888845520267,-1.31568410368722,-0.72368759619458,-0.313450819963988,0.268357100168883,168.0,0,-1
11080.0,-2.12548982597957,5.97355569173344,-11.0347272274446,9.00714687170235,-1.68945053397167,-2.85441528535313,-7.81044074525876,2.03086994595841,-5.90282812214984,-12.8409338181318,12.0189131816199,-17.7691434633638,-0.431035658230095,-19.2143254902614,-0.962464574748091,-10.2666091836641,-15.5033921000669,-5.49492764246329,-0.410480977392724,1.49377464554928,1.6465182926595,-0.278484510810644,-0.664841293974353,-1.16455536944202,1.70179641354046,0.69080561470369,2.11974873337031,1.10893340333617,1.0,1,-1
11131.0,-1.42662331260887,4.14198623236944,-9.80410344235714,6.66627300324451,-4.74952679326515,-2.07312900595144,-10.0899311630826,2.79134529885187,-3.2495156171301,-11.4204509744097,10.8530116481991,-15.969207520809,0.546690084634152,-14.690729133641,0.91233739988339,-12.2271892780267,-18.5873662058916,-6.92076186060174,3.16699890688552,1.41067765264616,1.86567876848945,0.407809281593599,0.605809354312964,-0.769348118123441,-1.7463368287861,0.502039516709683,1.9772583297728,0.711606531209485,1.0,1,-1
11621.0,-27.670568881696,-34.607648642371,2.24307917299569,10.4630204180986,34.0993093435765,-23.4967139298714,-26.5481437726301,-0.779133713877862,7.49657679827683,6.60551151788845,1.28979497552563,0.408602470819902,2.80517802436893,0.730664207436887,2.84202260112544,-0.0537852483636162,1.30894876083937,-1.92345880451795,4.55535937937598,-12.8340416351954,-4.6510233522848,-1.62788342251667,-11.6699935157405,2.19262555708908,-2.48306888940391,1.78818878219345,8.25437559746772,-3.50925021984217,55.25,0,-1
